dataset,encoding,dim_reduction,model,accuracy
spotify,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.672
spotify,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.665
spotify,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.673
spotify,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.672
spotify,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.66575
spotify,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.64875
spotify,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.65425
spotify,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.64575
spotify,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.6685
spotify,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.65775
spotify,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.675
spotify,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.678
spotify,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.688
spotify,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.68175
spotify,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.67725
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.592
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.62825
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.53425
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.571
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.506
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.6045
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.5715
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.5385
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.49075
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.573
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.587
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.53125
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.51875
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.5625
spotify,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.488
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.45925
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.5715
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.574
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.5505
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.56125
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.569
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.62225
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.487
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.506
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.49825
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.51125
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.49675
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.52275
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.526
spotify,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.57025
spotify,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.75175
spotify,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.76
spotify,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.745
spotify,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.76125
spotify,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.74675
spotify,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.76375
spotify,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.7645
spotify,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.76025
spotify,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.75975
spotify,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.7495
spotify,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.74825
spotify,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.74025
spotify,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.7445
spotify,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.74
spotify,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.7535
spotify,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.768
spotify,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.75975
spotify,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.76775
spotify,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.7605
spotify,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.75275
spotify,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.7585
spotify,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.755
spotify,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.75475
spotify,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.758
spotify,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.748
spotify,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.7415
spotify,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.75325
spotify,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.73625
spotify,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.74975
spotify,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.74975
spotify,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.77275
spotify,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.75775
spotify,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.75825
spotify,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.76175
spotify,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.77
spotify,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.67075
spotify,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.671
spotify,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.66975
spotify,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.67075
spotify,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.66725
spotify,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.658
spotify,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.673
spotify,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.67925
spotify,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.66075
spotify,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.673
spotify,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.6865
spotify,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.694
spotify,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.69625
spotify,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.69725
spotify,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.70125
spotify,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.7465
spotify,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.73325
spotify,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.7355
spotify,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.74375
spotify,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.74
spotify,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.7235
spotify,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.7385
spotify,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.73175
spotify,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.7305
spotify,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.7365
spotify,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.748
spotify,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.7505
spotify,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.75375
spotify,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.75975
spotify,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.75275
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.508
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.616
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.59375
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.50625
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.55
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.52075
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.52375
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.5385
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.46825
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.57
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.42
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.5065
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.67675
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.67075
spotify,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.4575
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.611
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.527
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.5515
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.58225
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.34175
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.6085
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.5855
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.638
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.58375
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,GradientBoostingClassifier,0.55725
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.54525
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.56475
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.5615
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.473
spotify,lm__whaleloops/phrase-bert,subset_biggest_30,TabPFNClassifier,0.503
spotify,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.724
spotify,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.729
spotify,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.71075
spotify,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.7195
spotify,lm__whaleloops/phrase-bert,passthrough,LogisticRegression,0.73025
employee_salary,skrub__minhash_10,passthrough,LogisticRegression,0.56125
employee_salary,skrub__minhash_10,passthrough,LogisticRegression,0.599
employee_salary,skrub__minhash_10,passthrough,LogisticRegression,0.624
employee_salary,skrub__minhash_10,passthrough,LogisticRegression,0.6125
employee_salary,skrub__minhash_10,passthrough,LogisticRegression,0.57575
employee_salary,skrub__minhash_30,passthrough,LogisticRegression,0.7195
employee_salary,skrub__minhash_30,passthrough,LogisticRegression,0.71025
employee_salary,skrub__minhash_30,passthrough,LogisticRegression,0.7105
employee_salary,skrub__minhash_30,passthrough,LogisticRegression,0.7115
employee_salary,skrub__minhash_30,passthrough,LogisticRegression,0.74125
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.69775
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.654
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.70025
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.7155
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,LogisticRegression,0.7265
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.8495
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.842
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.85
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.851
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,GradientBoostingClassifier,0.85425
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.857
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.8555
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.8565
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.854
employee_salary,lm__all-MiniLM-L12-v2,PCA_10,TabPFNClassifier,0.8625
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.74775
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.724
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.70875
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.71225
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,LogisticRegression,0.7
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.847
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.853
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.849
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.84575
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,GradientBoostingClassifier,0.844
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.8455
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.8505
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.852
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.868
employee_salary,lm__all-MiniLM-L12-v2,PCA_30,TabPFNClassifier,0.86075
employee_salary,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.6865
employee_salary,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.7115
employee_salary,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.67375
employee_salary,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.693
employee_salary,lm__all-MiniLM-L12-v2,subset_10,LogisticRegression,0.7015
employee_salary,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.84225
employee_salary,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.8345
employee_salary,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.8305
employee_salary,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.84475
employee_salary,lm__all-MiniLM-L12-v2,subset_10,GradientBoostingClassifier,0.8345
employee_salary,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.844
employee_salary,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.84975
employee_salary,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.8505
employee_salary,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.852
employee_salary,lm__all-MiniLM-L12-v2,subset_10,TabPFNClassifier,0.83575
employee_salary,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.76
employee_salary,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.7555
employee_salary,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.75125
employee_salary,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.7745
employee_salary,lm__all-MiniLM-L12-v2,subset_30,LogisticRegression,0.77675
employee_salary,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.85425
employee_salary,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.85
employee_salary,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.8375
employee_salary,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.84175
employee_salary,lm__all-MiniLM-L12-v2,subset_30,GradientBoostingClassifier,0.83825
employee_salary,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.867
employee_salary,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.85825
employee_salary,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.85275
employee_salary,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.85375
employee_salary,lm__all-MiniLM-L12-v2,subset_30,TabPFNClassifier,0.86275
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.4955
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.63375
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.52375
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.57125
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,LogisticRegression,0.47
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.46
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.71925
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.62925
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.6995
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,GradientBoostingClassifier,0.55475
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.48
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.5115
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.43825
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.53025
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_10,TabPFNClassifier,0.57725
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.65025
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.46425
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.51925
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.479
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,LogisticRegression,0.41875
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.5395
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.629
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.61575
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.68275
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,GradientBoostingClassifier,0.429
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.5315
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.5315
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.45925
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.619
employee_salary,lm__all-MiniLM-L12-v2,subset_biggest_30,TabPFNClassifier,0.60675
employee_salary,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.843
employee_salary,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.836
employee_salary,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.843
employee_salary,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.85125
employee_salary,lm__all-MiniLM-L12-v2,passthrough,LogisticRegression,0.843
employee_salary,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.67975
employee_salary,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.666
employee_salary,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.662
employee_salary,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.69425
employee_salary,lm__whaleloops/phrase-bert,PCA_10,LogisticRegression,0.70025
employee_salary,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.83775
employee_salary,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.827
employee_salary,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.8405
employee_salary,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.8265
employee_salary,lm__whaleloops/phrase-bert,PCA_10,GradientBoostingClassifier,0.833
employee_salary,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.85325
employee_salary,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.85625
employee_salary,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.844
employee_salary,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.84475
employee_salary,lm__whaleloops/phrase-bert,PCA_10,TabPFNClassifier,0.838
employee_salary,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.65775
employee_salary,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.69175
employee_salary,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.6585
employee_salary,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.6845
employee_salary,lm__whaleloops/phrase-bert,PCA_30,LogisticRegression,0.67325
employee_salary,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.8495
employee_salary,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.849
employee_salary,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.844
employee_salary,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.82075
employee_salary,lm__whaleloops/phrase-bert,PCA_30,GradientBoostingClassifier,0.82075
employee_salary,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.846
employee_salary,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.854
employee_salary,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.8505
employee_salary,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.851
employee_salary,lm__whaleloops/phrase-bert,PCA_30,TabPFNClassifier,0.849
employee_salary,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.66325
employee_salary,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.698
employee_salary,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.67075
employee_salary,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.67475
employee_salary,lm__whaleloops/phrase-bert,subset_10,LogisticRegression,0.68175
employee_salary,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.8235
employee_salary,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.816
employee_salary,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.83425
employee_salary,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.8415
employee_salary,lm__whaleloops/phrase-bert,subset_10,GradientBoostingClassifier,0.83325
employee_salary,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.84625
employee_salary,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.8595
employee_salary,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.85825
employee_salary,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.85325
employee_salary,lm__whaleloops/phrase-bert,subset_10,TabPFNClassifier,0.856
employee_salary,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.7615
employee_salary,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.79575
employee_salary,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.7785
employee_salary,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.76575
employee_salary,lm__whaleloops/phrase-bert,subset_30,LogisticRegression,0.78525
employee_salary,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.84975
employee_salary,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.84975
employee_salary,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.8275
employee_salary,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.84925
employee_salary,lm__whaleloops/phrase-bert,subset_30,GradientBoostingClassifier,0.84875
employee_salary,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.84925
employee_salary,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.844
employee_salary,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.85175
employee_salary,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.85
employee_salary,lm__whaleloops/phrase-bert,subset_30,TabPFNClassifier,0.85275
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.573
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.454
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.6035
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.4605
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,LogisticRegression,0.5095
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.66425
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.60025
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.5865
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.52375
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,GradientBoostingClassifier,0.72925
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.529
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.56175
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.47775
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.495
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_10,TabPFNClassifier,0.50825
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.61175
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.47125
employee_salary,lm__whaleloops/phrase-bert,subset_biggest_30,LogisticRegression,0.6355
